0	0	Lp
0	1	Lp
0	2	Lp
0	3	Lp
0	4	Lp
0	5	Lp
0	6	Lp
0	7	Lp
0	8	Lp
0	9	Lp
0	10	-1
0	11	Lp
0	12	Lp
0	13	Lp
0	14	Lp
0	15	Lp
0	16	Lp
0	17	Lp
0	18	-1
0	19	-1
0	20	-1
0	21	L
0	22	-1
0	23	L
0	24	Lp
0	25	L
0	26	-1
0	27	Lp
0	28	Lp
0	29	Lp
0	30	Lp
0	31	Lp
0	32	-1
0	33	Lp
0	34	Lp
0	35	-1
0	36	Lp
0	37	Lp
0	38	Lp
0	39	-1
0	40	-1
0	41	Lp
0	42	L
0	43	L
0	44	L
0	45	-1
0	46	Lp
0	47	Lp
0	48	Lp
0	49	L
0	50	L
0	51	Lp
0	52	Lp
0	53	Lp
0	54	Lp
0	55	Lp
0	56	Lp
0	57	Lp
0	58	Lp
0	59	L
0	60	Lp
0	61	L
0	62	L
0	63	L
0	64	Lp
0	65	L
0	66	L
0	67	Lp
0	68	Lp
0	69	-1
0	70	Lp
0	71	Lp
0	72	-1
0	73	-1
0	74	Lp
0	75	-1
0	76	Lp
0	77	Lp
0	78	L
0	79	Lp
0	80	L
0	81	L
0	82	-1
0	83	L
0	84	L
0	85	-1
0	86	L
0	87	L
0	88	-1
0	89	Lp
0	90	Lp
0	91	Lp
0	92	L
0	93	-1
0	94	L
0	95	-1
0	96	Lp
0	97	Lp
0	98	L
0	99	L
0	100	L
0	101	L
0	102	-1
0	103	L
0	104	L
0	105	-1
0	106	Lp
0	107	L
0	108	-1
0	109	L
0	110	-1
0	111	-1
0	112	Lp
0	113	Lp
0	114	-1
0	115	Lp
0	116	-1
0	117	Lp
0	118	Lp
0	119	Lp
1	0	-1
1	1	L
1	2	Lp
1	3	Lp
1	4	Lp
1	5	Lp
1	6	Lp
1	7	-1
1	8	Lp
1	9	Lp
1	10	Lp
1	11	Lp
1	12	Lp
1	13	-1
1	14	Lp
1	15	Lp
1	16	Lp
1	17	Lp
1	18	Lp
1	19	Lp
1	20	L
1	21	L
1	22	-1
1	23	Lp
1	24	-1
1	25	Lp
1	26	Lp
1	27	L
1	28	Lp
1	29	Lp
1	30	Lp
1	31	L
1	32	Lp
1	33	U
1	34	-1
1	35	L
1	36	-1
1	37	-1
1	38	Lp
1	39	Lp
1	40	Lp
1	41	Lp
1	42	L
1	43	-1
1	44	Lp
1	45	Lp
1	46	Lp
1	47	L
1	48	Lp
1	49	-1
1	50	-1
1	51	-1
1	52	Lp
1	53	-1
1	54	-1
1	55	Lp
1	56	Lp
1	57	L
1	58	L
1	59	L
1	60	L
1	61	L
1	62	L
1	63	L
1	64	L
1	65	-1
1	66	Lp
1	67	Lp
1	68	Lp
1	69	Lp
1	70	Lp
1	71	Lp
1	72	Lp
1	73	L
1	74	Lp
1	75	-1
1	76	Lp
1	77	Lp
1	78	-1
1	79	Lp
1	80	L
1	81	-1
1	82	L
1	83	L
1	84	L
1	85	L
1	86	L
1	87	-1
1	88	-1
1	89	-1
1	90	-1
1	91	L
1	92	L
1	93	Lp
1	94	L
1	95	-1
1	96	-1
1	97	L
1	98	L
1	99	L
1	100	L
1	101	L
1	102	L
1	103	-1
1	104	Lp
1	105	Lp
1	106	L
1	107	L
1	108	L
1	109	Lp
1	110	L
1	111	L
1	112	L
1	113	L
1	114	-1
1	115	L
1	116	L
1	117	Lp
1	118	L
1	119	Lp
2	0	L
2	1	-1
2	2	L
2	3	Lp
2	4	Lp
2	5	Lp
2	6	-1
2	7	Lp
2	8	Lp
2	9	Lp
2	10	U
2	11	-1
2	12	Lp
2	13	Lp
2	14	Lp
2	15	Lp
2	16	Lp
2	17	Lp
2	18	Lp
2	19	Lp
2	20	Lp
2	21	L
2	22	Lp
2	23	Lp
2	24	-1
2	25	L
2	26	L
2	27	L
2	28	Lp
2	29	Lp
2	30	L
2	31	Lp
2	32	Lp
2	33	Lp
2	34	L
2	35	-1
2	36	Lp
2	37	Lp
2	38	Lp
2	39	L
2	40	Lp
2	41	-1
2	42	L
2	43	L
2	44	L
2	45	Lp
2	46	Lp
2	47	L
2	48	L
2	49	Lp
2	50	-1
2	51	Lp
2	52	L
2	53	L
2	54	U
2	55	Lp
2	56	L
2	57	L
2	58	L
2	59	L
2	60	L
2	61	L
2	62	L
2	63	Lp
2	64	Lp
2	65	Lp
2	66	Lp
2	67	Lp
2	68	Lp
2	69	Lp
2	70	-1
2	71	-1
2	72	L
2	73	L
2	74	L
2	75	Lp
2	76	Lp
2	77	Lp
2	78	Lp
2	79	-1
2	80	Lp
2	81	Lp
2	82	L
2	83	L
2	84	L
2	85	L
2	86	-1
2	87	L
2	88	-1
2	89	L
2	90	L
2	91	L
2	92	Lp
2	93	L
2	94	Lp
2	95	L
2	96	L
2	97	L
2	98	-1
2	99	-1
2	100	L
2	101	L
2	102	L
2	103	L
2	104	Lp
2	105	L
2	106	L
2	107	L
2	108	L
2	109	L
2	110	Lp
2	111	Lp
2	112	L
2	113	Lp
2	114	Lp
2	115	L
2	116	Lp
2	117	L
2	118	Lp
2	119	-1
3	0	L
3	1	L
3	2	Lp
3	3	-1
3	4	Lp
3	5	Lp
3	6	Lp
3	7	Lp
3	8	-1
3	9	-1
3	10	Lp
3	11	U
3	12	Lp
3	13	Lp
3	14	-1
3	15	Lp
3	16	-1
3	17	L
3	18	-1
3	19	Lp
3	20	Lp
3	21	L
3	22	Lp
3	23	-1
3	24	-1
3	25	L
3	26	L
3	27	L
3	28	L
3	29	L
3	30	L
3	31	L
3	32	-1
3	33	L
3	34	Lp
3	35	Lp
3	36	Lp
3	37	Lp
3	38	Lp
3	39	Lp
3	40	-1
3	41	-1
3	42	Lp
3	43	-1
3	44	L
3	45	L
3	46	-1
3	47	Lp
3	48	Lp
3	49	-1
3	50	Lp
3	51	L
3	52	L
3	53	-1
3	54	L
3	55	U
3	56	U
3	57	L
3	58	-1
3	59	L
3	60	L
3	61	L
3	62	L
3	63	-1
3	64	Lp
3	65	L
3	66	Lp
3	67	-1
3	68	Lp
3	69	Lp
3	70	L
3	71	L
3	72	L
3	73	-1
3	74	L
3	75	L
3	76	L
3	77	Lp
