0	0	0	0	14400	0	0	0	0
1000	21	436	632	12657	103	39	21468	208
2000	18	426	923	12318	32	36	23806	156
3000	38	408	1482	11460	19	0	22065	7
4000	67	364	2084	10555	6	10	22861	2
5000	73	365	2068	10452	73	37	21617	104
6000	60	357	2313	10060	28	51	20849	158
7000	73	370	2294	10180	0	12	21365	8
8000	105	342	2303	10075	23	44	21431	67
9000	85	411	2017	10349	86	102	21336	242
10000	81	437	2058	10355	0	128	21055	171
11000	56	368	2362	10037	2	115	21426	225
12000	73	439	1847	10687	3	67	21986	167
13000	43	430	1558	11378	0	4	20499	3
14000	58	416	1721	10994	46	15	21738	74
15000	58	442	1729	11045	3	5	20971	24
16000	102	351	1940	10615	69	4	21936	144
17000	60	419	1830	10832	18	5	20687	8
18000	85	370	2175	10185	66	43	20753	148
19000	101	330	2359	9946	11	0	20749	38
20000	101	326	2753	9240	105	21	20926	223
21000	125	369	3029	8672	135	38	19703	316
22000	109	358	3028	8491	277	140	18637	639
23000	159	389	3133	7919	402	278	18663	1171
24000	181	416	3108	7610	512	331	17816	1719
25000	164	251	3225	7070	560	921	18578	2392
26000	182	263	3465	6703	579	728	16967	2693
27000	149	274	3688	6911	263	578	18708	1402
28000	120	349	3743	6712	241	715	17524	1652
29000	200	252	3960	6413	263	450	17794	1333
30000	224	236	4166	5826	212	737	16335	1313
31000	168	309	3980	6144	243	695	16049	1880
32000	155	280	3543	6596	385	980	18397	2314
33000	161	353	3972	6363	182	631	18636	1649
34000	188	319	3092	7664	288	717	18673	1842
35000	114	402	2819	8288	324	545	18812	1548
36000	137	288	2728	8489	353	522	18952	1786
37000	111	390	2376	9223	223	454	19461	1143
38000	66	353	2499	9437	151	277	19816	910
39000	78	391	2486	9470	18	259	20330	488
40000	108	363	3113	8431	14	174	19482	271
41000	170	284	3226	7964	69	490	19738	754
42000	140	345	3342	7450	26	785	18106	1459
43000	115	309	3468	7554	107	569	17853	1038
44000	100	325	3260	7579	62	922	19171	1659
45000	182	351	2737	8279	155	872	18069	1717
46000	111	307	3111	7890	244	652	18950	1494
47000	137	311	2506	8509	415	792	19328	2142
48000	85	246	2409	8315	743	988	17612	3267
49000	134	310	2708	8408	412	655	18291	1851
50000	196	318	2717	8259	221	767	19283	1622
51000	124	402	2502	8932	265	501	18469	1461
52000	95	377	2653	8785	180	548	19825	1370
53000	99	399	2045	9703	300	515	20295	1331
54000	106	324	2083	9423	333	705	18920	1796
55000	107	366	2420	8811	179	905	19272	1422
56000	102	404	2193	8728	280	1198	19653	2181
57000	91	322	2262	8771	199	1310	19283	2503
58000	110	348	2505	7681	430	1643	17559	3455
59000	79	368	2275	8167	420	1661	17726	4048
60000	111	386	2449	7231	794	1736	15608	4348
61000	116	306	2441	7430	772	1616	17127	3999
62000	102	366	2296	7779	675	1512	17310	3598
63000	101	305	2035	8298	853	1447	17413	3667
64000	67	313	2201	8475	694	1159	18141	3121
65000	141	267	2785	7595	607	1101	17782	2884
