0	0	0	0	14400	0	0	0	0
1000	9	267	512	13102	20	38	36687	216
2000	18	250	1017	12241	17	71	36645	262
3000	21	218	1387	11722	35	50	36930	205
4000	22	227	1277	11827	129	65	36546	561
5000	30	201	1369	11634	38	200	36520	740
6000	28	213	1139	11902	87	173	35431	567
7000	28	273	1245	11666	133	197	37113	905
8000	27	213	1752	10782	110	344	35952	975
9000	44	311	1729	10744	135	320	33983	1314
10000	45	235	1787	10755	131	324	34913	1170
11000	32	250	1808	10900	47	232	34389	811
12000	31	267	1236	11713	78	245	36061	691
13000	29	296	950	12417	4	45	36812	270
14000	21	229	1350	11862	0	6	35078	52
15000	27	238	1521	11530	41	5	36254	118
16000	38	248	1684	11274	45	7	34913	114
17000	38	240	1668	11244	65	1	35839	173
18000	24	230	1669	11280	56	48	36918	315
19000	34	244	1425	11718	9	45	37170	122
20000	19	211	1345	11877	0	9	37331	9
21000	16	229	1389	11706	84	5	35078	272
22000	22	288	974	12375	0	66	36292	171
23000	43	221	1372	11799	0	29	36043	84
24000	34	245	1602	11451	0	43	35067	90
25000	30	262	1534	11548	1	53	36390	114
26000	28	256	1246	11997	1	43	36276	136
27000	21	251	982	12421	1	36	37212	62
28000	14	234	1084	12281	0	37	37017	96
29000	44	238	1425	11740	6	1	36614	41
30000	24	217	1534	11599	3	0	37211	11
31000	28	301	1451	11586	56	8	34990	426
32000	21	254	1368	11862	1	0	36326	37
33000	36	257	1438	11585	108	7	35355	389
34000	40	223	1345	11678	71	162	34993	707
35000	39	211	1507	11433	13	198	34980	673
36000	34	239	1743	11078	11	180	35887	425
37000	37	223	1596	11276	68	172	35669	537
38000	27	205	1375	11759	59	31	35821	149
39000	21	217	1721	11252	60	4	35837	253
40000	24	213	1670	11334	42	6	36310	68
41000	42	175	2028	10575	224	25	35371	562
42000	51	231	2178	10240	230	55	35624	682
43000	52	247	1972	10693	126	39	35313	290
44000	34	278	1650	11244	46	62	35386	457
45000	14	226	1144	12202	23	4	37573	69
46000	27	214	1220	11972	130	0	37290	245
47000	13	255	952	12475	116	11	38027	504
48000	18	263	1225	11957	103	7	36329	401
49000	24	221	1093	12206	62	4	37572	235
50000	21	271	1305	11869	72	9	35972	300
51000	29	231	1899	10890	125	5	35655	369
52000	41	251	1628	11313	76	21	36589	239
53000	26	267	1118	12157	6	43	37368	93
54000	32	225	1572	11469	9	67	36558	202
55000	22	209	1524	11601	0	24	37022	91
56000	27	226	1872	10963	80	3	35878	284
57000	35	206	1804	11166	0	27	36015	185
58000	42	233	1749	11229	20	0	35565	46
59000	46	235	1793	11147	40	4	35848	106
60000	53	219	1952	10835	132	21	34950	482
61000	26	222	2020	10805	0	46	35326	100
62000	28	228	1921	10992	0	0	34684	1
63000	27	234	1320	11901	54	4	34802	207
64000	24	225	1287	11936	39	11	36763	90
65000	15	232	1465	11621	21	16	37166	117
66000	27	190	1139	12211	29	4	35584	115
67000	26	255	1078	12159	66	16	38014	268
68000	24	264	1262	11881	7	123	36294	349
69000	26	233	1255	11746	43	214	36070	830
70000	52	210	1489	11497	43	111	35725	381
71000	46	269	1600	11238	5	129	36951	400
72000	42	201	1992	10683	31	148	35039	451
73000	20	236	1553	11331	71	206	36251	808
74000	18	220	1367	11772	7	121	35694	423
75000	25	233	1245	11848	62	184	35149	805
76000	49	249	1411	11383	152	155	35689	755
77000	19	211	1457	11646	63	68	35143	452
78000	34	235	1432	11477	17	255	35346	855
79000	19	245	1140	11688	85	430	36076	1691
80000	24	217	1338	11647	120	154	35921	908
81000	26	254	995	12156	97	162	36582	883
82000	24	243	1199	11728	25	350	34512	1017
83000	32	237	1414	11236	112	403	35030	1293
84000	34	203	1570	10806	51	737	33844	2532
85000	16	240	984	11598	119	776	34450	2596
86000	22	256	1136	11306	80	846	34737	2038
87000	29	297	1235	10775	131	1005	33038	2961
88000	23	260	1312	10687	82	1123	33269	3456
89000	29	238	1495	10441	172	1015	33574	3740
90000	25	232	1288	10477	226	1303	32597	4223
91000	32	234	1481	10242	562	851	31330	3991
92000	24	287	1451	10413	314	946	34040	3667
93000	46	242	1370	10479	223	1075	33111	4127
94000	22	268	1232	10690	306	1035	33318	3261
95000	29	280	1103	11014	238	958	32754	3667
96000	37	218	1136	11077	272	860	34015	3588
97000	22	242	1364	10932	133	795	33722	2674
98000	32	210	1378	10580	166	1096	33888	3636
99000	22	187	1365	10841	170	877	34020	3001
100000	38	228	1776	10105	24	1034	33019	2985
101000	49	235	1942	10432	48	499	32578	1652
102000	43	234	2444	10000	41	173	33786	734
103000	44	290	1870	10834	12	142	33404	383
104000	31	262	1624	11053	7	299	34796	658
105000	38	215	1664	11103	11	307	35643	972
106000	11	236	1203	11891	62	167	36210	797
107000	31	245	1468	11268	203	191	35301	1055
108000	50	219	1813	10675	312	146	36518	1414
109000	80	232	2342	9940	105	135	34128	859
110000	60	206	2264	10283	1	47	34402	157
111000	41	189	2250	10499	58	0	35393	135
112000	43	222	1863	11040	86	1	35520	197
113000	26	216	1836	11191	5	0	36964	45
114000	32	207	1693	11390	1	12	36066	86
115000	30	231	1853	11026	15	15	35525	143
116000	30	237	1492	11454	4	208	35702	598
117000	34	192	1524	11473	52	107	36465	386
118000	38	249	1739	11166	20	48	36537	204
119000	31	242	1352	11868	0	22	36615	92
120000	32	194	1546	11628	0	6	35818	27
121000	74	215	2272	10435	4	0	36629	19
122000	46	214	2259	10294	83	0	35449	280
