0	0	0	0	14400	0	0	0	0
1000	19	456	621	12653	98	53	21162	315
2000	35	391	1215	11664	138	118	21672	438
3000	71	382	1610	11048	69	124	20801	257
4000	77	407	1889	10429	128	236	20953	655
5000	80	333	2280	9814	112	327	19749	897
6000	100	424	2332	9391	151	473	19386	1079
7000	133	369	2513	9140	90	354	19830	537
8000	91	365	2777	8902	50	310	19191	531
9000	87	347	2709	8986	21	444	20107	718
10000	159	308	3260	7956	62	410	18815	847
11000	161	263	3336	7845	134	373	18434	683
12000	108	371	3627	7393	57	410	17532	865
13000	109	247	3355	7996	182	328	20007	595
14000	127	271	3886	6629	180	557	18109	1367
15000	125	239	4052	6711	269	205	18004	759
16000	193	256	4262	6338	14	198	18858	329
17000	132	388	3602	7700	17	116	18546	282
18000	177	379	3605	7637	21	73	19204	173
19000	167	324	3616	7757	3	66	19396	113
20000	151	322	3585	7786	1	81	20234	57
21000	161	290	4086	6828	7	204	17772	278
22000	177	269	4308	6260	7	186	18397	250
23000	189	199	4376	6240	2	250	18541	517
24000	152	273	4436	6053	21	172	17967	367
25000	242	233	4788	5195	99	199	16486	564
26000	137	329	4666	5785	68	70	18138	253
27000	227	288	4084	6722	1	114	19110	160
28000	241	279	4419	5867	5	160	17167	163
29000	117	236	4692	5938	4	157	18540	273
30000	189	237	4763	5322	0	230	16264	530
31000	168	288	4521	6012	3	124	19159	329
32000	202	272	4764	5695	0	0	17318	1
33000	250	296	4600	5571	86	10	17134	158
34000	170	261	4366	6273	95	0	19021	185
35000	155	232	4618	6007	80	18	17293	267
36000	241	325	4597	5833	131	7	17784	197
37000	158	280	4598	5941	21	17	17760	91
38000	193	178	4582	5835	65	80	17332	282
39000	191	274	4640	5684	0	63	17451	133
40000	264	295	4448	5876	2	81	18055	68
41000	187	276	4467	6120	1	59	17784	201
42000	221	302	4569	5804	21	0	17645	21
43000	218	257	4661	5762	68	14	17487	89
44000	226	250	4633	5575	88	1	17340	162
45000	256	248	4212	6374	223	13	18165	479
46000	270	201	4838	5101	129	102	17400	429
47000	285	241	4581	5493	105	135	17177	310
48000	270	339	4684	5442	99	87	16853	236
49000	186	245	4859	4963	312	361	16001	949
50000	262	297	5524	3763	103	18	16034	133
51000	398	153	5588	3460	0	0	15181	4
52000	387	191	5466	3571	5	0	16088	33
53000	282	167	5480	3784	0	0	16108	55
54000	389	133	5671	2820	103	23	14354	254
55000	332	237	5656	3183	117	3	14458	137
56000	322	165	5913	2759	3	0	14820	11
57000	288	176	5918	2568	43	0	13713	22
58000	411	183	6009	2338	0	0	13777	10
59000	380	176	5858	2577	79	0	13667	124
60000	447	102	5844	2205	519	1	12770	710
61000	435	130	6046	1326	153	0	12310	196
62000	306	150	5968	2504	221	73	13011	310
63000	364	166	5765	2561	131	141	14332	402
64000	322	68	5881	2384	323	127	13934	804
65000	448	123	5972	1291	262	24	11518	638
66000	387	32	6102	1147	64	0	12793	111
67000	515	48	6113	1294	8	0	13021	21
68000	463	68	6098	969	101	0	12665	169
69000	436	66	6002	641	171	0	11779	170
70000	340	95	6028	715	726	3	11714	1132
71000	578	82	6001	716	456	0	11172	871
72000	497	118	5966	1377	389	18	11955	502
73000	385	110	5991	1407	548	107	12538	984
74000	292	38	6181	1160	50	0	12395	89
75000	289	53	6358	1183	15	0	12445	0
76000	485	168	6019	1464	13	0	11988	49
77000	375	115	6137	1446	195	0	12098	276
78000	440	108	6145	1399	329	33	12830	509
79000	521	105	5784	2078	260	0	12237	665
80000	333	118	5905	2361	28	0	15028	65
