0	0	0	0	14400	0	0	0	0
1000	28	420	424	13004	53	58	23240	208
2000	33	492	681	12530	71	90	22748	228
3000	18	404	700	12557	61	113	22305	267
4000	25	473	616	12535	109	136	22679	475
5000	41	472	700	12179	195	276	23150	631
6000	18	436	578	12171	53	650	21856	1071
7000	21	407	544	12395	38	517	22474	905
8000	26	444	840	11653	115	688	22382	1388
9000	22	387	638	12106	68	621	21082	1090
10000	28	433	728	11993	98	584	21623	1028
11000	29	444	732	11855	111	672	21323	1441
12000	23	413	798	11818	98	676	22367	1284
13000	20	454	622	11989	70	757	21426	1549
14000	27	465	598	11990	125	683	21634	1502
15000	34	419	802	11711	201	616	20610	1857
16000	25	454	842	11629	176	609	21882	1609
17000	40	444	844	11794	139	515	20781	1020
18000	41	407	1168	11542	47	333	21865	410
19000	25	394	831	12038	127	363	21600	1001
20000	52	475	751	12226	87	186	21938	418
21000	38	377	965	11843	41	442	21689	991
22000	39	426	750	12128	80	424	21427	734
23000	18	429	601	12480	56	336	21426	780
24000	32	434	851	11933	108	402	21892	966
25000	32	430	1021	11822	56	352	22017	644
26000	52	474	1011	11759	96	286	21802	738
27000	41	396	793	12294	67	233	22814	626
28000	27	496	731	12528	18	74	22847	186
29000	21	407	761	12517	61	56	23381	249
30000	40	396	704	12563	55	83	22347	243
31000	24	395	787	12388	28	145	23179	313
32000	41	462	828	12076	79	250	21127	453
33000	15	472	811	12244	31	206	21726	478
34000	23	449	757	12376	6	215	22231	276
35000	19	415	640	12475	16	327	22542	413
36000	36	445	798	12248	41	209	22353	318
37000	35	385	1002	12004	41	212	21425	724
38000	25	522	647	12367	21	276	21681	344
39000	25	410	740	12306	47	306	22140	583
40000	20	432	646	12398	31	356	21391	761
41000	21	383	674	12523	18	252	22779	466
42000	27	456	656	12405	8	313	22969	346
43000	32	407	664	12258	62	433	22003	868
44000	29	417	874	11909	39	464	20941	792
45000	40	448	885	12027	42	310	21727	588
46000	57	397	742	12259	60	262	22069	622
47000	22	435	845	12240	78	165	22055	548
48000	24	400	932	11993	52	323	22390	635
49000	48	437	769	12097	18	452	21758	987
50000	31	427	823	12136	20	325	22144	418
51000	33	404	736	12277	0	363	22333	525
52000	21	388	720	12499	9	235	21639	351
53000	27	437	783	12323	58	194	21992	318
54000	24	351	741	12290	82	364	22206	851
55000	17	439	644	12266	126	404	21453	916
56000	35	425	590	12527	52	273	22688	657
57000	55	367	760	12236	39	340	22201	765
58000	17	475	773	12241	27	271	22032	597
59000	35	403	754	12139	43	452	21037	811
60000	32	418	561	12562	20	330	22896	404
61000	26	419	723	12211	31	413	21512	800
62000	23	435	883	12069	3	336	22391	697
63000	31	467	889	12066	42	262	21736	677
64000	30	403	667	12605	2	175	21625	236
65000	20	441	835	12402	15	122	21789	248
66000	18	434	681	12629	37	83	22186	227
67000	32	427	684	12481	33	181	23192	418
68000	18	421	676	12516	22	191	22234	445
69000	21	393	671	12716	8	131	22652	332
70000	9	448	569	12781	24	70	22268	185
71000	24	447	691	12539	26	120	23133	286
72000	22	371	632	12614	21	229	22645	460
73000	22	467	826	12210	13	189	22294	457
74000	24	395	1062	12045	2	107	21915	208
75000	43	414	788	12472	0	64	22426	49
76000	21	423	654	12732	0	55	22853	41
77000	28	432	1063	12045	9	67	22431	119
78000	56	440	1364	11611	0	78	20833	118
79000	48	453	1238	11750	1	77	22146	90
80000	30	424	859	12392	0	50	22066	86
81000	37	417	963	12275	11	26	22143	69
82000	20	396	720	12728	0	2	22560	4
83000	42	430	734	12402	90	99	22117	332
84000	47	413	955	12028	56	154	22662	502
85000	16	410	837	12318	18	169	22303	360
86000	27	440	925	11993	17	317	22355	537
87000	39	416	751	12171	52	393	21508	751
88000	20	472	835	12152	76	231	22894	434
89000	32	385	778	12211	101	316	21675	421
90000	28	365	691	12308	75	346	22272	743
91000	16	419	735	12412	12	230	22177	406
92000	32	425	815	12299	42	151	22029	450
93000	37	376	1077	11898	1	231	22001	387
94000	32	385	921	12225	8	107	22946	185
95000	28	366	938	12216	0	155	23232	137
96000	18	425	846	12280	2	217	22420	294
97000	27	401	1067	12058	0	95	22338	63
98000	23	441	1069	12022	33	86	22278	264
99000	27	415	776	12302	108	139	22174	394
100000	37	482	949	12047	67	146	20828	309
101000	29	498	686	12459	35	162	22762	495
102000	52	411	1045	11980	10	204	21792	400
103000	22	437	1003	12079	23	126	21590	210
104000	40	432	856	12232	7	169	22336	321
105000	22	382	995	12110	0	207	22140	323
106000	42	450	989	12047	3	170	22197	299
107000	22	463	924	12171	57	113	21956	179
108000	44	453	952	12030	43	212	21864	330
109000	56	383	900	12216	85	81	21709	280
110000	34	460	925	12209	22	31	22474	89
111000	26	433	859	12324	113	24	21985	243
112000	48	437	954	12096	76	100	22333	137
113000	44	377	1215	11769	0	145	22381	278
114000	32	394	1079	11930	11	229	22179	396
115000	35	384	849	12409	2	90	23425	190
116000	28	449	748	12569	0	2	22141	0
117000	35	421	847	12304	75	83	22864	264
118000	19	405	644	12708	38	88	23067	268
119000	34	451	836	12343	2	75	21864	159
120000	25	416	974	12107	52	168	22929	231
121000	54	421	1236	11705	27	122	22484	247
122000	32	456	1265	11702	0	56	22166	52
123000	28	382	885	12459	0	9	23162	36
124000	29	399	827	12513	20	3	23099	28
125000	33	393	889	12424	0	20	22748	57
126000	32	451	735	12483	132	0	22509	0
127000	18	435	841	12439	55	43	22809	131
128000	26	411	884	12383	20	6	22975	36
129000	31	435	1159	11934	83	0	21854	104
