0	0	-1
0	1	L
0	2	Lp
0	3	-1
0	4	Lp
0	5	L
0	6	Lp
0	7	L
0	8	-1
0	9	L
0	10	L
0	11	L
0	12	L
0	13	-1
0	14	-1
0	15	L
0	16	L
0	17	L
0	18	L
0	19	L
0	20	L
0	21	L
0	22	-1
0	23	-1
0	24	L
0	25	-1
0	26	Lp
0	27	Lp
0	28	Lp
0	29	Lp
0	30	U
0	31	U
0	32	U
0	33	L
0	34	-1
0	35	-1
0	36	L
0	37	L
0	38	L
0	39	-1
0	40	-1
0	41	-1
0	42	U
0	43	-1
0	44	Lp
0	45	L
0	46	L
0	47	-1
0	48	-1
0	49	L
0	50	L
0	51	L
0	52	L
0	53	L
0	54	L
0	55	L
0	56	L
0	57	L
0	58	Lc
0	59	-1
0	60	Lc
0	61	-1
0	62	Lc
0	63	Lc
0	64	Lc
0	65	-1
0	66	L
0	67	L
0	68	L
0	69	-1
0	70	U
0	71	Uc
0	72	Uc
0	73	-1
0	74	U
0	75	L
0	76	U
0	77	-1
0	78	Lp
0	79	Lp
0	80	Lp
0	81	Lp
0	82	-1
0	83	Lp
0	84	Lp
0	85	Lp
0	86	Lp
0	87	Lp
0	88	L
0	89	L
0	90	-1
0	91	L
0	92	L
0	93	L
0	94	-1
0	95	Lp
0	96	L
0	97	Lp
0	98	-1
0	99	Lp
0	100	Lp
0	101	-1
0	102	-1
0	103	-1
0	104	-1
0	105	-1
0	106	Lp
0	107	Lp
0	108	-1
0	109	-1
0	110	Lp
0	111	Lp
0	112	Lp
0	113	Lp
0	114	Lp
0	115	Lp
0	116	-1
0	117	Lp
0	118	Lp
0	119	L
1	0	L
1	1	-1
1	2	L
1	3	Lp
1	4	Lp
1	5	-1
1	6	L
1	7	-1
1	8	U
1	9	L
1	10	L
1	11	L
1	12	-1
1	13	Lp
1	14	Lp
1	15	L
1	16	-1
1	17	L
1	18	-1
1	19	L
1	20	L
1	21	L
1	22	L
1	23	L
1	24	Lp
1	25	Lp
1	26	Lp
1	27	-1
1	28	Lp
1	29	L
1	30	L
1	31	U
1	32	L
1	33	L
1	34	-1
1	35	L
1	36	-1
1	37	L
1	38	L
1	39	L
1	40	L
1	41	-1
